productId,title,description,price,discount
1239,Product 1239,Description for product 1239,588.46,9.78
1240,Product 1240,Description for product 1240,610.44,33.04
1241,Product 1241,Description for product 1241,353.11,16.32
1242,Product 1242,Description for product 1242,939.17,2.12
1243,Product 1243,Description for product 1243,906.25,9.01
1244,Product 1244,Description for product 1244,688.5,43.26
1245,Product 1245,Description for product 1245,794.77,20.98
1246,Product 1246,Description for product 1246,282.25,32.38
1247,Product 1247,Description for product 1247,893.38,31.41
1248,Product 1248,Description for product 1248,736.71,49.01
1249,Product 1249,Description for product 1249,629.24,17.89
1250,Product 1250,Description for product 1250,473.26,49.71
1251,Product 1251,Description for product 1251,124.81,0.54
1252,Product 1252,Description for product 1252,98.98,10.21
1253,Product 1253,Description for product 1253,376.35,36.1
1254,Product 1254,Description for product 1254,474.65,3.43
1255,Product 1255,Description for product 1255,229.65,42.84
1256,Product 1256,Description for product 1256,834.54,28.47
1257,Product 1257,Description for product 1257,762.32,4.45
1258,Product 1258,Description for product 1258,163.01,41.65
1259,Product 1259,Description for product 1259,812.64,35.48
1260,Product 1260,Description for product 1260,834.84,29.19
1261,Product 1261,Description for product 1261,78.94,11.63
1262,Product 1262,Description for product 1262,926.44,13.78
1263,Product 1263,Description for product 1263,75.32,45.96
1264,Product 1264,Description for product 1264,145.39,41.11
1265,Product 1265,Description for product 1265,73.11,32.74
1266,Product 1266,Description for product 1266,525.02,20.61
1267,Product 1267,Description for product 1267,600.86,17.14
1268,Product 1268,Description for product 1268,201.62,1.32
1269,Product 1269,Description for product 1269,652.53,48.28
1270,Product 1270,Description for product 1270,155.93,29.44
1271,Product 1271,Description for product 1271,177.98,11.79
1272,Product 1272,Description for product 1272,428.51,5.48
1273,Product 1273,Description for product 1273,83.12,34.99
1274,Product 1274,Description for product 1274,162.19,10.12
1275,Product 1275,Description for product 1275,151.66,23.1
1276,Product 1276,Description for product 1276,541.0,32.9
1277,Product 1277,Description for product 1277,115.05,44.54
1278,Product 1278,Description for product 1278,327.31,6.82
1279,Product 1279,Description for product 1279,740.19,30.47
1280,Product 1280,Description for product 1280,247.24,25.32
1281,Product 1281,Description for product 1281,64.52,18.52
1282,Product 1282,Description for product 1282,607.0,48.09
1283,Product 1283,Description for product 1283,214.23,18.28
1284,Product 1284,Description for product 1284,771.05,46.27
1285,Product 1285,Description for product 1285,248.21,28.78
1286,Product 1286,Description for product 1286,170.63,36.83
1287,Product 1287,Description for product 1287,365.32,3.02
1288,Product 1288,Description for product 1288,246.44,39.15
1289,Product 1289,Description for product 1289,808.92,3.41
1290,Product 1290,Description for product 1290,247.71,27.42
1291,Product 1291,Description for product 1291,347.58,22.71
1292,Product 1292,Description for product 1292,83.2,13.46
1293,Product 1293,Description for product 1293,837.13,3.23
1294,Product 1294,Description for product 1294,746.96,31.63
1295,Product 1295,Description for product 1295,201.62,34.12
1296,Product 1296,Description for product 1296,542.58,10.9
1297,Product 1297,Description for product 1297,256.3,25.02
1298,Product 1298,Description for product 1298,645.29,21.26
1299,Product 1299,Description for product 1299,991.79,32.68
1300,Product 1300,Description for product 1300,512.41,9.6
1301,Product 1301,Description for product 1301,946.31,35.36
1302,Product 1302,Description for product 1302,37.32,23.55
1303,Product 1303,Description for product 1303,959.06,23.23
1304,Product 1304,Description for product 1304,237.56,10.04
1305,Product 1305,Description for product 1305,375.14,37.04
1306,Product 1306,Description for product 1306,863.71,37.09
1307,Product 1307,Description for product 1307,287.88,38.61
1308,Product 1308,Description for product 1308,803.68,39.11
1309,Product 1309,Description for product 1309,856.91,34.42
1310,Product 1310,Description for product 1310,720.24,9.92
1311,Product 1311,Description for product 1311,195.35,20.04
1312,Product 1312,Description for product 1312,742.88,7.5
1313,Product 1313,Description for product 1313,981.62,18.2
1314,Product 1314,Description for product 1314,531.35,43.07
1315,Product 1315,Description for product 1315,664.8,0.36
1316,Product 1316,Description for product 1316,36.85,13.96
1317,Product 1317,Description for product 1317,613.64,31.9
1318,Product 1318,Description for product 1318,502.33,11.9
1319,Product 1319,Description for product 1319,315.95,48.52
1320,Product 1320,Description for product 1320,387.29,3.08
1321,Product 1321,Description for product 1321,503.5,23.22
1322,Product 1322,Description for product 1322,480.3,49.82
1323,Product 1323,Description for product 1323,271.55,15.63
1324,Product 1324,Description for product 1324,558.67,14.28
1325,Product 1325,Description for product 1325,970.37,10.23
1326,Product 1326,Description for product 1326,231.42,30.29
1327,Product 1327,Description for product 1327,214.36,42.29
1328,Product 1328,Description for product 1328,189.74,28.46
1329,Product 1329,Description for product 1329,523.24,49.84
1330,Product 1330,Description for product 1330,792.82,20.8
1331,Product 1331,Description for product 1331,191.28,45.63
1332,Product 1332,Description for product 1332,90.84,43.35
1333,Product 1333,Description for product 1333,810.89,33.03
1334,Product 1334,Description for product 1334,42.46,39.12
1335,Product 1335,Description for product 1335,555.65,15.8
1336,Product 1336,Description for product 1336,819.55,5.74
1337,Product 1337,Description for product 1337,240.8,20.75
1338,Product 1338,Description for product 1338,672.94,2.38
1339,Product 1339,Description for product 1339,411.73,23.64
1340,Product 1340,Description for product 1340,644.64,37.39
1341,Product 1341,Description for product 1341,667.72,38.54
1342,Product 1342,Description for product 1342,378.09,30.35
1343,Product 1343,Description for product 1343,632.96,24.8
1344,Product 1344,Description for product 1344,360.3,40.67
1345,Product 1345,Description for product 1345,345.67,14.04
1346,Product 1346,Description for product 1346,576.32,9.77
1347,Product 1347,Description for product 1347,914.21,8.76
1348,Product 1348,Description for product 1348,21.2,48.18
1349,Product 1349,Description for product 1349,579.39,48.02
1350,Product 1350,Description for product 1350,41.78,31.05
1351,Product 1351,Description for product 1351,963.05,27.41
1352,Product 1352,Description for product 1352,785.44,32.18
1353,Product 1353,Description for product 1353,638.22,46.12
1354,Product 1354,Description for product 1354,398.7,11.78
1355,Product 1355,Description for product 1355,593.74,47.64
1356,Product 1356,Description for product 1356,798.55,29.97
1357,Product 1357,Description for product 1357,885.42,35.77
1358,Product 1358,Description for product 1358,807.34,37.3
1359,Product 1359,Description for product 1359,635.69,4.51
1360,Product 1360,Description for product 1360,242.25,6.54
1361,Product 1361,Description for product 1361,319.92,3.97
1362,Product 1362,Description for product 1362,429.66,9.07
1363,Product 1363,Description for product 1363,698.4,27.72
1364,Product 1364,Description for product 1364,393.65,46.07
1365,Product 1365,Description for product 1365,386.44,45.54
1366,Product 1366,Description for product 1366,928.76,4.0
1367,Product 1367,Description for product 1367,176.2,42.68
1368,Product 1368,Description for product 1368,24.86,48.5
1369,Product 1369,Description for product 1369,413.42,18.94
1370,Product 1370,Description for product 1370,170.06,1.81
1371,Product 1371,Description for product 1371,792.86,29.58
1372,Product 1372,Description for product 1372,409.13,18.31
1373,Product 1373,Description for product 1373,112.19,25.72
1374,Product 1374,Description for product 1374,354.62,49.6
1375,Product 1375,Description for product 1375,638.36,5.59
1376,Product 1376,Description for product 1376,795.66,7.77
1377,Product 1377,Description for product 1377,225.9,35.25
1378,Product 1378,Description for product 1378,366.18,44.82
1379,Product 1379,Description for product 1379,182.66,42.01
1380,Product 1380,Description for product 1380,412.53,36.87
1381,Product 1381,Description for product 1381,172.4,37.74
1382,Product 1382,Description for product 1382,964.57,12.14
1383,Product 1383,Description for product 1383,837.43,39.93
1384,Product 1384,Description for product 1384,241.8,43.25
1385,Product 1385,Description for product 1385,589.56,15.16
1386,Product 1386,Description for product 1386,392.06,35.72
1387,Product 1387,Description for product 1387,255.73,13.29
1388,Product 1388,Description for product 1388,221.76,41.06
1389,Product 1389,Description for product 1389,481.92,7.65
1390,Product 1390,Description for product 1390,933.62,30.5
1391,Product 1391,Description for product 1391,788.01,20.19
1392,Product 1392,Description for product 1392,486.56,17.09
1393,Product 1393,Description for product 1393,194.9,3.98
1394,Product 1394,Description for product 1394,359.35,8.7
1395,Product 1395,Description for product 1395,188.9,49.5
1396,Product 1396,Description for product 1396,69.04,35.74
1397,Product 1397,Description for product 1397,724.33,35.76
1398,Product 1398,Description for product 1398,322.91,31.35
1399,Product 1399,Description for product 1399,510.99,36.44
1400,Product 1400,Description for product 1400,999.42,5.02
1401,Product 1401,Description for product 1401,109.24,32.47
1402,Product 1402,Description for product 1402,227.3,18.82
1403,Product 1403,Description for product 1403,844.58,2.37
1404,Product 1404,Description for product 1404,367.01,35.02
1405,Product 1405,Description for product 1405,150.29,8.07
1406,Product 1406,Description for product 1406,186.72,31.55
1407,Product 1407,Description for product 1407,417.35,10.43
1408,Product 1408,Description for product 1408,770.32,48.98
1409,Product 1409,Description for product 1409,816.66,47.14
1410,Product 1410,Description for product 1410,987.21,14.85
1411,Product 1411,Description for product 1411,167.44,42.25
1412,Product 1412,Description for product 1412,757.15,15.99
1413,Product 1413,Description for product 1413,206.78,0.37
1414,Product 1414,Description for product 1414,682.61,6.45
1415,Product 1415,Description for product 1415,162.26,10.88
1416,Product 1416,Description for product 1416,531.24,17.46
1417,Product 1417,Description for product 1417,841.62,37.18
1418,Product 1418,Description for product 1418,73.71,40.75
1419,Product 1419,Description for product 1419,990.35,44.08
1420,Product 1420,Description for product 1420,875.22,28.98
1421,Product 1421,Description for product 1421,40.7,31.07
1422,Product 1422,Description for product 1422,334.89,17.21
1423,Product 1423,Description for product 1423,623.1,45.98
1424,Product 1424,Description for product 1424,57.7,1.61
1425,Product 1425,Description for product 1425,680.39,45.79
1426,Product 1426,Description for product 1426,67.88,5.8
1427,Product 1427,Description for product 1427,856.94,9.78
1428,Product 1428,Description for product 1428,762.42,1.18
1429,Product 1429,Description for product 1429,520.91,38.82
1430,Product 1430,Description for product 1430,174.12,27.74
1431,Product 1431,Description for product 1431,913.32,26.52
1432,Product 1432,Description for product 1432,343.3,23.75
1433,Product 1433,Description for product 1433,643.84,42.56
1434,Product 1434,Description for product 1434,275.69,39.59
1435,Product 1435,Description for product 1435,627.59,13.35
1436,Product 1436,Description for product 1436,93.77,14.62
1437,Product 1437,Description for product 1437,324.71,17.32
1438,Product 1438,Description for product 1438,700.18,12.97
1439,Product 1439,Description for product 1439,690.69,41.51
1440,Product 1440,Description for product 1440,753.17,5.57
1441,Product 1441,Description for product 1441,214.41,13.45
1442,Product 1442,Description for product 1442,221.23,34.84
1443,Product 1443,Description for product 1443,240.41,46.32
1444,Product 1444,Description for product 1444,474.08,30.1
1445,Product 1445,Description for product 1445,798.94,35.94
1446,Product 1446,Description for product 1446,296.06,21.24
1447,Product 1447,Description for product 1447,871.44,38.85
1448,Product 1448,Description for product 1448,659.61,0.68
1449,Product 1449,Description for product 1449,590.05,31.3
1450,Product 1450,Description for product 1450,176.04,3.33
1451,Product 1451,Description for product 1451,569.26,36.57
1452,Product 1452,Description for product 1452,18.72,26.05
1453,Product 1453,Description for product 1453,507.41,36.09
1454,Product 1454,Description for product 1454,905.03,28.4
1455,Product 1455,Description for product 1455,838.02,25.8
1456,Product 1456,Description for product 1456,576.52,22.68
1457,Product 1457,Description for product 1457,642.65,42.55
1458,Product 1458,Description for product 1458,377.96,24.95
1459,Product 1459,Description for product 1459,559.83,40.16
1460,Product 1460,Description for product 1460,492.79,0.01
1461,Product 1461,Description for product 1461,763.67,16.93
1462,Product 1462,Description for product 1462,885.18,4.0
1463,Product 1463,Description for product 1463,965.52,28.36
1464,Product 1464,Description for product 1464,778.15,10.68
1465,Product 1465,Description for product 1465,131.6,2.61
1466,Product 1466,Description for product 1466,633.13,44.65
1467,Product 1467,Description for product 1467,781.44,27.58
1468,Product 1468,Description for product 1468,851.64,17.22
1469,Product 1469,Description for product 1469,712.13,34.08
1470,Product 1470,Description for product 1470,962.41,36.63
1471,Product 1471,Description for product 1471,154.28,15.7
1472,Product 1472,Description for product 1472,85.31,12.16
1473,Product 1473,Description for product 1473,716.65,34.91
1474,Product 1474,Description for product 1474,424.79,26.76
1475,Product 1475,Description for product 1475,689.23,44.26
1476,Product 1476,Description for product 1476,709.86,40.43
1477,Product 1477,Description for product 1477,989.1,20.38
1478,Product 1478,Description for product 1478,473.27,3.92
1479,Product 1479,Description for product 1479,96.81,28.59
1480,Product 1480,Description for product 1480,311.18,37.99
1481,Product 1481,Description for product 1481,967.87,44.71
1482,Product 1482,Description for product 1482,391.48,44.73
1483,Product 1483,Description for product 1483,506.42,19.31
1484,Product 1484,Description for product 1484,118.93,16.63
1485,Product 1485,Description for product 1485,324.31,35.51
1486,Product 1486,Description for product 1486,200.25,10.23
1487,Product 1487,Description for product 1487,862.23,0.49
1488,Product 1488,Description for product 1488,297.6,22.93
1489,Product 1489,Description for product 1489,338.28,44.14
1490,Product 1490,Description for product 1490,178.17,22.17
1491,Product 1491,Description for product 1491,571.02,6.04
1492,Product 1492,Description for product 1492,138.38,37.54
1493,Product 1493,Description for product 1493,493.6,14.45
1494,Product 1494,Description for product 1494,989.55,36.48
1495,Product 1495,Description for product 1495,561.5,15.63
1496,Product 1496,Description for product 1496,63.42,9.67
1497,Product 1497,Description for product 1497,358.54,2.96
1498,Product 1498,Description for product 1498,569.68,20.52
1499,Product 1499,Description for product 1499,721.11,33.86
1500,Product 1500,Description for product 1500,602.62,4.19
1501,Product 1501,Description for product 1501,333.78,0.26
1502,Product 1502,Description for product 1502,253.2,33.44
1503,Product 1503,Description for product 1503,401.21,4.92
1504,Product 1504,Description for product 1504,30.72,48.09
1505,Product 1505,Description for product 1505,662.53,20.18
1506,Product 1506,Description for product 1506,964.6,41.89
1507,Product 1507,Description for product 1507,253.55,43.71
1508,Product 1508,Description for product 1508,518.14,43.9
1509,Product 1509,Description for product 1509,660.12,25.4
1510,Product 1510,Description for product 1510,644.78,38.62
1511,Product 1511,Description for product 1511,10.43,26.07
1512,Product 1512,Description for product 1512,976.03,39.26
1513,Product 1513,Description for product 1513,145.79,13.91
1514,Product 1514,Description for product 1514,618.82,19.55
1515,Product 1515,Description for product 1515,798.03,18.34
1516,Product 1516,Description for product 1516,843.87,42.74
1517,Product 1517,Description for product 1517,536.72,1.94
1518,Product 1518,Description for product 1518,51.33,8.22
1519,Product 1519,Description for product 1519,951.41,12.93
1520,Product 1520,Description for product 1520,910.52,9.64
1521,Product 1521,Description for product 1521,186.12,38.97
1522,Product 1522,Description for product 1522,735.65,36.43
1523,Product 1523,Description for product 1523,127.18,35.04
1524,Product 1524,Description for product 1524,994.51,11.61
1525,Product 1525,Description for product 1525,195.1,16.08
1526,Product 1526,Description for product 1526,325.83,31.57
1527,Product 1527,Description for product 1527,972.3,34.28
1528,Product 1528,Description for product 1528,546.17,24.77
1529,Product 1529,Description for product 1529,875.19,13.85
1530,Product 1530,Description for product 1530,342.06,39.48
1531,Product 1531,Description for product 1531,641.91,36.77
1532,Product 1532,Description for product 1532,878.98,9.44
1533,Product 1533,Description for product 1533,616.89,10.57
1534,Product 1534,Description for product 1534,982.68,34.49
1535,Product 1535,Description for product 1535,476.52,42.79
1536,Product 1536,Description for product 1536,710.2,12.73
1537,Product 1537,Description for product 1537,687.07,26.38
1538,Product 1538,Description for product 1538,365.33,22.63
1539,Product 1539,Description for product 1539,489.95,28.66
1540,Product 1540,Description for product 1540,670.24,29.5
1541,Product 1541,Description for product 1541,625.23,16.01
1542,Product 1542,Description for product 1542,57.67,17.32
1543,Product 1543,Description for product 1543,912.96,28.76
1544,Product 1544,Description for product 1544,473.02,27.35
1545,Product 1545,Description for product 1545,406.71,11.26
1546,Product 1546,Description for product 1546,995.39,26.32
1547,Product 1547,Description for product 1547,700.54,46.47
1548,Product 1548,Description for product 1548,643.96,10.17
1549,Product 1549,Description for product 1549,304.91,38.33
1550,Product 1550,Description for product 1550,900.93,1.1
1551,Product 1551,Description for product 1551,548.5,34.74
1552,Product 1552,Description for product 1552,269.05,48.08
1553,Product 1553,Description for product 1553,507.91,42.88
1554,Product 1554,Description for product 1554,891.68,34.99
1555,Product 1555,Description for product 1555,812.27,32.94
1556,Product 1556,Description for product 1556,403.75,14.15
1557,Product 1557,Description for product 1557,998.2,8.37
1558,Product 1558,Description for product 1558,478.62,44.81
1559,Product 1559,Description for product 1559,492.96,3.53
1560,Product 1560,Description for product 1560,757.03,44.54
1561,Product 1561,Description for product 1561,874.28,16.44
1562,Product 1562,Description for product 1562,256.18,13.42
1563,Product 1563,Description for product 1563,596.88,7.29
1564,Product 1564,Description for product 1564,872.17,33.47
1565,Product 1565,Description for product 1565,928.25,44.19
1566,Product 1566,Description for product 1566,73.27,21.25
1567,Product 1567,Description for product 1567,692.86,28.71
1568,Product 1568,Description for product 1568,356.04,36.36
1569,Product 1569,Description for product 1569,156.64,29.92
1570,Product 1570,Description for product 1570,580.59,1.02
1571,Product 1571,Description for product 1571,766.13,34.18
1572,Product 1572,Description for product 1572,637.93,4.88
1573,Product 1573,Description for product 1573,850.41,16.33
1574,Product 1574,Description for product 1574,461.94,35.26
1575,Product 1575,Description for product 1575,477.18,32.47
1576,Product 1576,Description for product 1576,422.62,38.82
1577,Product 1577,Description for product 1577,798.52,3.15
1578,Product 1578,Description for product 1578,758.63,26.58
1579,Product 1579,Description for product 1579,819.59,13.77
1580,Product 1580,Description for product 1580,889.04,5.2
1581,Product 1581,Description for product 1581,26.79,24.41
1582,Product 1582,Description for product 1582,572.25,44.13
1583,Product 1583,Description for product 1583,688.31,34.64
1584,Product 1584,Description for product 1584,267.74,28.62
1585,Product 1585,Description for product 1585,39.5,46.02
1586,Product 1586,Description for product 1586,454.05,27.12
1587,Product 1587,Description for product 1587,928.27,26.24
1588,Product 1588,Description for product 1588,76.35,47.32
1589,Product 1589,Description for product 1589,559.48,36.32
1590,Product 1590,Description for product 1590,516.34,1.01
1591,Product 1591,Description for product 1591,73.2,1.01
1592,Product 1592,Description for product 1592,975.89,30.79
1593,Product 1593,Description for product 1593,663.21,27.26
1594,Product 1594,Description for product 1594,129.78,7.36
1595,Product 1595,Description for product 1595,643.31,6.6
1596,Product 1596,Description for product 1596,806.49,27.6
1597,Product 1597,Description for product 1597,976.87,32.93
1598,Product 1598,Description for product 1598,945.01,32.01
1599,Product 1599,Description for product 1599,810.37,46.82
1600,Product 1600,Description for product 1600,960.8,28.11
1601,Product 1601,Description for product 1601,843.42,24.25
1602,Product 1602,Description for product 1602,654.25,44.41
1603,Product 1603,Description for product 1603,833.63,49.72
1604,Product 1604,Description for product 1604,423.9,30.05
1605,Product 1605,Description for product 1605,494.16,46.57
1606,Product 1606,Description for product 1606,834.02,40.86
1607,Product 1607,Description for product 1607,130.42,42.15
1608,Product 1608,Description for product 1608,383.05,46.67
1609,Product 1609,Description for product 1609,686.18,36.88
1610,Product 1610,Description for product 1610,199.31,8.39
1611,Product 1611,Description for product 1611,866.63,27.98
1612,Product 1612,Description for product 1612,837.05,19.09
1613,Product 1613,Description for product 1613,243.88,10.36
1614,Product 1614,Description for product 1614,772.06,31.46
1615,Product 1615,Description for product 1615,817.54,14.88
1616,Product 1616,Description for product 1616,619.13,31.12
1617,Product 1617,Description for product 1617,88.34,32.77
1618,Product 1618,Description for product 1618,377.17,3.87
1619,Product 1619,Description for product 1619,844.72,9.57
1620,Product 1620,Description for product 1620,958.22,5.17
1621,Product 1621,Description for product 1621,73.55,48.07
1622,Product 1622,Description for product 1622,616.9,31.63
1623,Product 1623,Description for product 1623,419.38,13.1
1624,Product 1624,Description for product 1624,87.31,23.05
1625,Product 1625,Description for product 1625,289.73,49.83
1626,Product 1626,Description for product 1626,170.02,30.93
1627,Product 1627,Description for product 1627,543.08,3.33
1628,Product 1628,Description for product 1628,330.31,7.67
1629,Product 1629,Description for product 1629,598.32,21.85
1630,Product 1630,Description for product 1630,191.55,22.65
1631,Product 1631,Description for product 1631,934.33,40.13
1632,Product 1632,Description for product 1632,744.73,8.63
1633,Product 1633,Description for product 1633,751.66,15.23
1634,Product 1634,Description for product 1634,961.3,6.39
1635,Product 1635,Description for product 1635,801.83,18.78
1636,Product 1636,Description for product 1636,655.38,36.69
1637,Product 1637,Description for product 1637,80.51,14.31
1638,Product 1638,Description for product 1638,113.45,27.55
1639,Product 1639,Description for product 1639,965.93,27.51
1640,Product 1640,Description for product 1640,303.63,32.74
1641,Product 1641,Description for product 1641,513.56,21.37
1642,Product 1642,Description for product 1642,632.98,27.43
1643,Product 1643,Description for product 1643,330.0,11.58
1644,Product 1644,Description for product 1644,279.25,45.42
1645,Product 1645,Description for product 1645,121.71,28.56
1646,Product 1646,Description for product 1646,335.0,45.44
1647,Product 1647,Description for product 1647,717.68,12.27
1648,Product 1648,Description for product 1648,226.91,5.73
1649,Product 1649,Description for product 1649,295.68,48.24
1650,Product 1650,Description for product 1650,475.72,49.89
1651,Product 1651,Description for product 1651,862.73,14.99
1652,Product 1652,Description for product 1652,545.9,46.19
1653,Product 1653,Description for product 1653,73.57,22.26
1654,Product 1654,Description for product 1654,696.24,13.17
1655,Product 1655,Description for product 1655,397.17,35.91
1656,Product 1656,Description for product 1656,248.95,17.52
1657,Product 1657,Description for product 1657,912.79,45.14
1658,Product 1658,Description for product 1658,94.36,37.67
1659,Product 1659,Description for product 1659,782.14,17.78
1660,Product 1660,Description for product 1660,882.62,25.81
1661,Product 1661,Description for product 1661,759.51,8.95
1662,Product 1662,Description for product 1662,40.33,6.63
1663,Product 1663,Description for product 1663,490.13,19.1
1664,Product 1664,Description for product 1664,789.15,28.0
1665,Product 1665,Description for product 1665,41.29,20.33
1666,Product 1666,Description for product 1666,536.86,22.32
1667,Product 1667,Description for product 1667,326.12,5.97
1668,Product 1668,Description for product 1668,967.38,37.38
1669,Product 1669,Description for product 1669,532.74,26.79
1670,Product 1670,Description for product 1670,803.68,5.11
1671,Product 1671,Description for product 1671,225.02,41.35
1672,Product 1672,Description for product 1672,657.59,23.86
1673,Product 1673,Description for product 1673,195.77,31.41
1674,Product 1674,Description for product 1674,949.68,8.81
1675,Product 1675,Description for product 1675,628.89,16.07
1676,Product 1676,Description for product 1676,462.84,22.02
1677,Product 1677,Description for product 1677,799.49,29.38
1678,Product 1678,Description for product 1678,198.38,16.87
1679,Product 1679,Description for product 1679,774.43,7.69
1680,Product 1680,Description for product 1680,635.34,30.34
1681,Product 1681,Description for product 1681,141.03,22.21
1682,Product 1682,Description for product 1682,810.61,45.3
1683,Product 1683,Description for product 1683,420.05,23.43
1684,Product 1684,Description for product 1684,547.4,18.97
1685,Product 1685,Description for product 1685,486.51,42.34
1686,Product 1686,Description for product 1686,300.43,30.02
1687,Product 1687,Description for product 1687,794.02,38.91
1688,Product 1688,Description for product 1688,694.81,47.78
1689,Product 1689,Description for product 1689,404.69,3.05
1690,Product 1690,Description for product 1690,992.79,30.97
1691,Product 1691,Description for product 1691,14.42,38.8
1692,Product 1692,Description for product 1692,585.14,12.53
1693,Product 1693,Description for product 1693,749.23,30.67
1694,Product 1694,Description for product 1694,385.02,35.12
1695,Product 1695,Description for product 1695,335.7,41.49
1696,Product 1696,Description for product 1696,417.2,23.4
1697,Product 1697,Description for product 1697,337.04,0.32
1698,Product 1698,Description for product 1698,996.33,20.13
1699,Product 1699,Description for product 1699,484.19,10.5
1700,Product 1700,Description for product 1700,830.14,16.68
1701,Product 1701,Description for product 1701,746.24,11.17
1702,Product 1702,Description for product 1702,696.63,19.65
1703,Product 1703,Description for product 1703,158.2,11.66
1704,Product 1704,Description for product 1704,239.42,47.23
1705,Product 1705,Description for product 1705,404.01,46.03
1706,Product 1706,Description for product 1706,696.13,33.17
1707,Product 1707,Description for product 1707,225.58,5.31
1708,Product 1708,Description for product 1708,934.38,18.04
1709,Product 1709,Description for product 1709,192.97,34.57
1710,Product 1710,Description for product 1710,618.19,25.16
1711,Product 1711,Description for product 1711,580.81,13.91
1712,Product 1712,Description for product 1712,837.71,45.19
1713,Product 1713,Description for product 1713,408.72,15.15
1714,Product 1714,Description for product 1714,888.17,23.9
1715,Product 1715,Description for product 1715,850.27,26.7
1716,Product 1716,Description for product 1716,477.58,45.18
1717,Product 1717,Description for product 1717,598.64,50.0
1718,Product 1718,Description for product 1718,69.26,34.4
1719,Product 1719,Description for product 1719,331.98,24.76
1720,Product 1720,Description for product 1720,288.33,12.2
1721,Product 1721,Description for product 1721,744.12,36.68
1722,Product 1722,Description for product 1722,460.99,12.25
1723,Product 1723,Description for product 1723,672.48,1.84
1724,Product 1724,Description for product 1724,654.62,14.16
1725,Product 1725,Description for product 1725,438.75,29.58
1726,Product 1726,Description for product 1726,634.56,28.33
1727,Product 1727,Description for product 1727,100.7,47.35
1728,Product 1728,Description for product 1728,217.25,7.96
1729,Product 1729,Description for product 1729,263.7,44.4
1730,Product 1730,Description for product 1730,198.91,22.64
1731,Product 1731,Description for product 1731,463.86,35.84
1732,Product 1732,Description for product 1732,106.49,46.32
1733,Product 1733,Description for product 1733,978.08,14.43
1734,Product 1734,Description for product 1734,695.58,12.83
1735,Product 1735,Description for product 1735,243.9,7.81
1736,Product 1736,Description for product 1736,485.85,49.57
1737,Product 1737,Description for product 1737,694.93,23.85
1738,Product 1738,Description for product 1738,937.47,5.83
1739,Product 1739,Description for product 1739,464.44,11.76
1740,Product 1740,Description for product 1740,281.57,20.91
1741,Product 1741,Description for product 1741,299.75,20.09
1742,Product 1742,Description for product 1742,62.55,33.55
1743,Product 1743,Description for product 1743,889.46,29.05
1744,Product 1744,Description for product 1744,948.92,39.05
1745,Product 1745,Description for product 1745,616.83,31.47
1746,Product 1746,Description for product 1746,426.0,26.81
1747,Product 1747,Description for product 1747,319.07,31.59
1748,Product 1748,Description for product 1748,96.16,48.63
1749,Product 1749,Description for product 1749,224.19,45.67
1750,Product 1750,Description for product 1750,416.8,38.19
1751,Product 1751,Description for product 1751,58.96,33.71
1752,Product 1752,Description for product 1752,134.45,46.79
1753,Product 1753,Description for product 1753,865.0,20.05
1754,Product 1754,Description for product 1754,73.26,1.89
1755,Product 1755,Description for product 1755,192.38,23.04
1756,Product 1756,Description for product 1756,591.98,31.21
1757,Product 1757,Description for product 1757,102.96,24.13
1758,Product 1758,Description for product 1758,823.47,22.3
1759,Product 1759,Description for product 1759,632.69,35.81
1760,Product 1760,Description for product 1760,417.32,43.08
1761,Product 1761,Description for product 1761,696.25,0.93
1762,Product 1762,Description for product 1762,779.65,37.04
1763,Product 1763,Description for product 1763,78.01,24.18
1764,Product 1764,Description for product 1764,116.89,0.99
1765,Product 1765,Description for product 1765,409.07,44.51
1766,Product 1766,Description for product 1766,193.37,17.24
1767,Product 1767,Description for product 1767,188.25,41.84
1768,Product 1768,Description for product 1768,80.08,12.58
1769,Product 1769,Description for product 1769,918.68,47.17
1770,Product 1770,Description for product 1770,350.39,34.55
1771,Product 1771,Description for product 1771,426.35,49.68
1772,Product 1772,Description for product 1772,134.11,47.06
1773,Product 1773,Description for product 1773,594.25,31.08
1774,Product 1774,Description for product 1774,581.96,2.49
1775,Product 1775,Description for product 1775,25.99,42.6
1776,Product 1776,Description for product 1776,418.7,34.05
1777,Product 1777,Description for product 1777,997.26,23.52
1778,Product 1778,Description for product 1778,275.25,44.84
1779,Product 1779,Description for product 1779,369.75,4.4
1780,Product 1780,Description for product 1780,340.64,30.01
1781,Product 1781,Description for product 1781,563.44,28.27
1782,Product 1782,Description for product 1782,104.93,30.67
1783,Product 1783,Description for product 1783,640.02,30.18
1784,Product 1784,Description for product 1784,950.29,28.8
1785,Product 1785,Description for product 1785,855.87,6.84
1786,Product 1786,Description for product 1786,971.76,26.65
1787,Product 1787,Description for product 1787,778.71,25.21
1788,Product 1788,Description for product 1788,324.01,2.33
1789,Product 1789,Description for product 1789,363.6,44.81
1790,Product 1790,Description for product 1790,852.83,12.39
1791,Product 1791,Description for product 1791,465.94,23.97
1792,Product 1792,Description for product 1792,655.6,17.12
1793,Product 1793,Description for product 1793,389.2,19.35
1794,Product 1794,Description for product 1794,935.33,29.02
1795,Product 1795,Description for product 1795,537.57,8.05
1796,Product 1796,Description for product 1796,95.77,21.08
1797,Product 1797,Description for product 1797,742.32,9.64
